DATABASE	FORMULA	CHARGE
cpd00727_c0	C2H3O6P	-2
cpd00728_c0	C4H7O3	-1
cpd00729_c0	C5H13N2O	1
cpd00730_c0	C62H90CoN13O15P	1
cpd00731_c0	C6H12N2O3	0
cpd00732_c0	C13H12O8	-2
cpd00733_c0	C36H36FeN4O2	5
cpd00734_c0	C36H36FeN4O2	4
cpd00735_c0	C35H39N4O16	-5
cpd00736_c0	C6H12O9P	-1
cpd00737_c0	C7H7NO2	0
cpd00738_c0	C3H7NO6P	-1
cpd00739_c0	C17H22N4O6	0
cpd00740_c0	C3H9S	1
cpd00741_c0	C15H22N2O16P2	-2
cpd00742_c0	C2H3N2O3	-1
cpd00743_c0	C26H38N7O20P3S	-4
cpd00744_c0	C6H10O3	0
cpd00745_c0	C3H5O3	-1
cpd00746_c0	C9H12O2	0
cpd00747_c0	C5H8NO3	-1
cpd00748_c0	C5H9O7PR	-1
cpd00749_c0	C11H12N2O3	0
cpd00750_c0	C6H12O5	0
cpd00751_c0	C6H12O5	0
cpd00752_c0	C6H4NO3	-1
cpd00753_c0	C2H3NO2R	-1
cpd00754_c0	C21H44N7O12	3
cpd00755_c0	C40H38N4O17	-8
cpd00756_c0	C4H9NO2	0
cpd00757_c0	C6H14N2O3	0
cpd00758_c0	C9H23N3O	2
cpd00759_c0	C11H16N3O7S	-1
cpd00760_c0	C26H41N7O17P3S	-3
cpd00761_c0	C19H28O	0
cpd00762_c0	C5H11N3O2	0
cpd00763_c0	C8H6O6	-2
cpd00764_c0	C9H21N2O2	1
cpd00765_c0	C6H10O6	0
cpd00766_c0	C6H5O6	-2
cpd00767_c0	C6H7NO5	-2
cpd00768_c0	C4H7N2O3	-1
cpd00769_c0	C5H5NO5	-2
cpd00770_c0	C6H7NO5	-2
cpd00771_c0	C6H10NO4	-1
cpd00772_c0	C7H14N2O3	0
cpd00773_c0	C20H28N3O19P2	-3
cpd00774_c0	C40H36N4O16	-8
cpd00775_c0	C6H9O4	-1
cpd00776_c0	C30H50O	0
cpd00777_c0	C10H14N2O	0
cpd00778_c0	C5H5NO2	0
cpd00779_c0	C9H9NO3I2	0
cpd00780_c0	C8H6O6	-2
cpd00781_c0	C6H9O7	-1
cpd00782_c0	C28H42N7O19P3S	-4
cpd00783_c0	C19H26N4O16PR	-2
cpd00784_c0	C6H8O2	0
cpd00785_c0	C6H11O9S	-1
cpd00786_c0	C5H12O8P	-1
cpd00787_c0	C14H19NO6S	0
cpd00788_c0	C5H8NO3	-1
cpd00789_c0	C6H12NO8S	-1
cpd00790_c0	C6H11NO4	0
cpd00791_c0	C34H38N4O4	-2
cpd00792_c0	C29H34N5O18P	-4
cpd00793_c0	C12H17N4O4PS	0
cpd00794_c0	C12H22O11	0
cpd00795_c0	C5H6O5	-2
cpd00796_c0	C6H8O5	-2
cpd00797_c0	C4H7O3	-1
cpd00798_c0	C19H32O2	0
cpd00799_c0	C23H30N2O5	0
cpd00800_c0	C9H17NO3	0
cpd00801_c0	C12H20O11	0
cpd00802_c0	C6H12O9P	-1
cpd00803_c0	C5H10O11P2	-2
cpd00804_c0	C6H14O9P	-1
cpd00805_c0	C6H12O9P	-1
cpd00806_c0	C6H12O8P	-1
cpd00807_c0	C6H12N3O4P	0
cpd00808_c0	C5H10O8P	-1
cpd00809_c0	C4H9NO6P	-1
cpd00810_c0	C10H11N2O11P	-2
cpd00811_c0	C3H9NO	0
cpd00812_c0	C6H11O7P	-2
cpd00813_c0	C6H6O3	0
cpd00814_c0	C6H10N2O3	0
cpd00815_c0	C5H9NO3	0
cpd00816_c0	C10H6NO5	-1
cpd00817_c0	C5H10O8P	-1
cpd00818_c0	C6H12O9P	-1
cpd00819_c0	C5H8O5	0
cpd00820_c0	C6H10O6	0
cpd00821_c0	C5H9O7PR	-1
cpd00822_c0	C8H12NO6	-1
cpd00823_c0	C4H8O2S2	0
cpd00824_c0	C18H40NO5P	0
cpd00825_c0	C8H20N6O7P	1
cpd00826_c0	C10H16O	0
cpd00827_c0	C21H30O5	0
cpd00828_c0	C6H8O3	0
cpd00829_c0	C15H26O	0
cpd00830_c0	C5H4O6	-2
cpd00831_c0	C6H12O8P	-1
cpd00832_c0	C8H15NO6	0
cpd00833_c0	C8H14NO7	-1
cpd00834_c0	C11H22N2O7PS	-1
cpd00835_c0	C6H12O9P	-1
cpd00836_c0	C10H19NO2S2	0
cpd00837_c0	C14H24N6O3S	2
cpd00838_c0	C21H42N7O15P	2
cpd00839_c0	C6H11O6R	0
cpd00840_c0	C6H15N2O2	1
cpd00841_c0	C6H11O10P2	-3
cpd00842_c0	C25H39N7O18P3S	-3
cpd00843_c0	C3H3O4	-1
cpd00844_c0	C6H10O2	0
cpd00845_c0	C7H16NO	1
cpd00846_c0	C5H9O7PR	-1
cpd00847_c0	C5H10O11P2	-2
cpd00848_c0	C7H11N3O2	0
cpd00849_c0	C15H8O13S2	-2
cpd00850_c0	C15H8O13S2	-2
cpd00851_c0	C5H8NO3	-1
cpd00852_c0	C13H16O10	0
cpd00853_c0	C3H5O10P2	-3
cpd00854_c0	C8H7O4	-1
cpd00855_c0	C6H9N3O2	0
cpd00856_c0	C7H3O6	-3
cpd00857_c0	C27H44O	0
cpd00858_c0	C5H9NO3	0
cpd00859_c0	C9H12N2O9P	-1
cpd00860_c0	C12H20NO4S2	-1
cpd00861_c0	C17H25N3O17P2	-2
cpd00862_c0	C6H12O9P	-1
cpd00863_c0	C6H12O9P	-1
cpd00864_c0	C10H8O3	0
cpd00865_c0	C17H22O10	0
cpd00866_c0	C21H30O3	0
cpd00867_c0	C6H12O9P	-1
cpd00868_c0	C9H7O4	-1
cpd00869_c0	C5H7O3S	-1
cpd00870_c0	C7H15NO2	0
cpd00871_c0	C5H10O11P2	-2
cpd00872_c0	C8H11NO	0
cpd00873_c0	C11H13NO9P	-1
cpd00874_c0	C6H15N2O2	1
cpd00875_c0	C8H13O8	-1
cpd00876_c0	C4H7O3	-1
cpd00877_c0	C27H46O	0
cpd00878_c0	C25H46NO8R	0
cpd00879_c0	C19H36O7P	-1
cpd00880_c0	C6H9O10P	-2
cpd00881_c0	C9H7O4	-1
cpd00882_c0	C9H9O3	-1
cpd00883_c0	C10H15NO12PR	-2
cpd00884_c0	C21H34N9O15P2	-1
cpd00885_c0	C6H12O24P6	-6
cpd00886_c0	C4H9NO2	0
cpd00887_c0	C9H9O5	-1
cpd00888_c0	C3H10NO4P	0
cpd00889_c0	C6H15N2O3	1
cpd00890_c0	C23H33N4O20P2	-3
cpd00891_c0	C25H36N7O19P3S	-4
cpd00892_c0	C6H14NO5	1
cpd00893_c0	C7H7NO5	-2
cpd00894_c0	C6H9O6	-1
cpd00895_c0	C30H42N6O16P	-3
cpd00896_c0	C6H9O10P	-2
cpd00897_c0	C15H21N3O15P2	-2
cpd00898_c0	C6H12O12P2	-2
cpd00899_c0	C21H44N7O15P	2
cpd00900_c0	C16H21N5O15P2	-2
cpd00901_c0	C9H16N3O3	1
cpd00902_c0	C9H18O11P	-1
cpd00903_c0	C18H27O3	-1
cpd00904_c0	C19H28O2	0
cpd00905_c0	C10H13N5O17P4	-4
cpd00906_c0	C30H50O7P2	-2
cpd00907_c0	C6H12O12P2	-2
cpd00908_c0	C5H14NO6P	0
cpd00909_c0	C4H7NO2	0
cpd00910_c0	C12H22O11	0
cpd00911_c0	C6H10O9P	-1
cpd00912_c0	C8H16N2O5	0
cpd00913_c0	C5H7O6PR	-1
cpd00914_c0	C6H12O15P3	-3
cpd00915_c0	C9H5O4I2	-1
cpd00916_c0	C6H12O15P3	-3
cpd00917_c0	C10H7NO5	-2
cpd00918_c0	C7H10NO4	-1
cpd00919_c0	C7H7O7	-3
cpd00920_c0	C10H8NO4	-1
cpd00921_c0	C12H24N2O3	0
cpd00922_c0	C6H8NO2	-1
cpd00923_c0	C9H21N2O3	1
cpd00924_c0	C20H24N10O19P4	-4
cpd00925_c0	C20H24N10O21P4	-4
cpd00926_c0	C10H16N4O3	0
cpd00927_c0	C15H12O5	0
cpd00928_c0	C17H14O7	0
cpd00929_c0	C21H44N7O14P	2
cpd00930_c0	C6H8N2O5P	-1
cpd00931_c0	C9H14N4O9P	-1
cpd00932_c0	C10H10O10P	-3
cpd00933_c0	C7H6NO3	-1
cpd00934_c0	C6H12O18P4	-4
cpd00935_c0	C12H9O4	-1
cpd00936_c0	C31H42N6O17P	-3
cpd00937_c0	C11H6O5	-2
cpd00938_c0	C7H4O6	-2
cpd00939_c0	C6H9N3O	0
cpd00940_c0	C21H44N7O18P2	1
cpd00941_c0	C27H51NO8PR	0
cpd00942_c0	C6H14NO8P	0
cpd00943_c0	C6H12O21P5	-5
cpd00944_c0	C16H10NO2Cl2	-1
cpd00945_c0	C6H9O9P	-2
cpd00946_c0	C63H103NO12P2	-2
cpd00947_c0	C31H56NO13R	0
cpd00948_c0	C32H46N7O19P3S	-4
cpd00949_c0	C24H37O5	-1
cpd00950_c0	C7H16N3O8P	0
cpd00951_c0	C7H12O6	0
cpd00952_c0	C10H15N2O2	1
cpd00953_c0	C7H18N4O4	2
cpd00954_c0	C7H9N5O2	0
cpd00955_c0	C27H46O4	0
cpd00956_c0	C12H14NO9P	-2
cpd00957_c0	C9H15N5O8P	-1
cpd00958_c0	C14H20NO11	-1
cpd00959_c0	C20H34NO15R	0
cpd00960_c0	C20H31O5	-1
cpd00961_c0	C15H17N2O6S	-1
cpd00962_c0	C16H19N2O6S	-1
cpd00963_c0	C24H26N2O7S	0
cpd00964_c0	C25H28N2O7S	0
cpd00965_c0	H2Hg	2
cpd00966_c0	Br	-1
cpd00970_c0	C5H9O7PR	-1
cpd00971_c0	Na	1
cpd00972_c0	C10H12N4O12P2	-2
cpd00973_c0	C15H27N5O5	0
cpd00975_c0	HRHg	1
cpd00976_c0	C10H12N4O10P2	-2
cpd00977_c0	C10H12N4O13P3	-3
cpd00978_c0	C9H12N2O11P2	-2
cpd00979_c0	C10H12N4O11P2	-2
cpd00980_c0	C10H12N4O14P3	-3
cpd00981_c0	C21H26O3	0
cpd00982_c0	C27H33N9O15P2	-2
cpd00984_c0	C6H8O8	-2
cpd00985_c0	H5NO	2
cpd00986_c0	C14H5N2O8	-3
cpd00987_c0	C11H11N2O2X	0
cpd00988_c0	C10H13N5O7P	-1
cpd00989_c0	C9H12N2O9P	-1
cpd00990_c0	C44H69NO12	0
cpd00991_c0	C15H12O6	0
cpd00992_c0	C2H6O2	0
cpd00993_c0	C6H12O6	0
cpd00994_c0	I2	0
cpd00995_c0	C6H12O6	0
cpd00996_c0	C4H2O4	-2
cpd00997_c0	C10H9NO2	0
cpd00998_c0	C8H18	0
cpd00999_c0	C20H40O	0
cpd01000_c0	C5H10O	0
cpd01002_c0	C21H31OF3	0
cpd01003_c0	C3H7NO2	0
cpd01004_c0	C7H8O	0
cpd01005_c0	C8H20N4O2	2
cpd01006_c0	C9H7O4	-1
cpd01007_c0	C6H6	0
cpd01008_c0	C14H12O2	0
cpd01009_c0	C9H15N2O5	-1
cpd01010_c0	C10H18O	0
cpd01011_c0	C4H8O	0
cpd01012_c0	Cd	2
cpd01013_c0	C20H32	0
cpd01014_c0	C17H21NO4	0
cpd01015_c0	CNO	-1
cpd01016_c0	C8H16N2O7	0
cpd01017_c0	C5H10N2O3S	0
cpd01018_c0	C6H12N2O4S2	0
cpd01019_c0	C15H16O9	0
cpd01020_c0	C7H5O5	-1
cpd01021_c0	C10H14N2O7	-2
cpd01022_c0	C3H5O3	-1
cpd01023_c0	C17H26O10	0
cpd01024_c0	CH4	0
cpd01025_c0	C12H30N4O6	4
cpd01026_c0	C29H44O12	0
cpd01027_c0	C2H2NO3	-1
cpd01028_c0	C16H12O5	0
cpd01029_c0	C12H16N5O3	1
cpd01030_c0	C13H18O7	0
cpd01031_c0	C6H12O6	0
cpd01032_c0	C13H15N2	1
cpd01033_c0	C8H7O2	-1
cpd01034_c0	C7H8	0
cpd01035_c0	C9H9O3	-1
cpd01036_c0	C46H78NO17	1
cpd01037_c0	C11H15NO3	0
cpd01038_c0	C21H19O10	-1
cpd01039_c0	C8H10N4O3R	-1
cpd01040_c0	C13H10O	0
cpd01041_c0	C7H8O	0
cpd01042_c0	C7H8O	0
cpd01043_c0	C16H12O5	0
cpd01044_c0	C3H4O	0
cpd01045_c0	C14H8O4	0
cpd01046_c0	C6H11NO3	0
cpd01047_c0	C15H10O5	0
cpd01048_c0	HO4As	-2
cpd01049_c0	C17H23NO3	0
cpd01051_c0	C5H10N2O2	0
cpd01052_c0	C15H12O	0
cpd01053_c0	O3Cl	-1
cpd01054_c0	O2Cl	-1
cpd01055_c0	C6H12O6	0
cpd01056_c0	C5H10O5	0
cpd01057_c0	C6H14O6	0
cpd01058_c0	C15H26O	0
cpd01059_c0	C10H9O4	-1
cpd01060_c0	C15H9O3	-1
cpd01061_c0	C10H16O	0
cpd01062_c0	C10H18O	0
cpd01063_c0	C7H8O2	0
cpd01064_c0	C9H8O	0
cpd01065_c0	C56H88N17O12	3
cpd01066_c0	C6H14O6	0
cpd01067_c0	C5H10O5	0
cpd01068_c0	C5H10O5	0
cpd01069_c0	C16H23O10	-1
cpd01070_c0	C13H18N6O3	0
cpd01071_c0	C15H10O6	0
cpd01072_c0	C17H19NO3	0
cpd01073_c0	C14H13O3	-1
cpd01074_c0	C12H22O11	0
cpd01075_c0	C21H36	0
cpd01076_c0	C8H8N2O2	0
cpd01077_c0	C16H18O9	0
cpd01078_c0	H2Se	0
cpd01079_c0	Se	0
cpd01080_c0	C18H35O2	-1
cpd01081_c0	C20H16O3SF	-1
cpd01082_c0	C17H24O9	0
cpd01084_c0	C3H7NO2	0
cpd01085_c0	C25H46N13O10	3
cpd01086_c0	C19H15O4	-1
cpd01087_c0	C7H8O	0
cpd01088_c0	C8H16O	0
cpd01089_c0	C5H3O3	-1
cpd01090_c0	C2H2	0
cpd01091_c0	C12H17N3O4	0
cpd01092_c0	C4H6N4O3	0
cpd01093_c0	C21H37N4O8	-1
cpd01094_c0	C21H20N3O3S	1
cpd01095_c0	C19H32	0
cpd01096_c0	C21H46N5O11	5
cpd01097_c0	C12H8O4	0
cpd01098_c0	C24H39O5	-1
cpd01099_c0	C27H44O2	0
cpd01100_c0	C16H12O5	0
cpd01101_c0	CH2NO2	-1
cpd01102_c0	C17H23NO4	0
cpd01103_c0	CH2N2	0
cpd01104_c0	C17H23N7O5	0
cpd01105_c0	C5H12O5	0
cpd01106_c0	C6H13NO2	0
cpd01107_c0	C10H19O2	-1
cpd01108_c0	C14H9O9	-1
cpd01109_c0	C10H16NO	1
cpd01110_c0	C29H32O13	0
cpd01111_c0	C16H23N5O16P2	-2
cpd01112_c0	C6H12O6	0
cpd01113_c0	C6H11O2	-1
cpd01114_c0	C9H8NO3	-1
cpd01115_c0	C13H17O2	-1
cpd01116_c0	C3H4N2	0
cpd01117_c0	C20H20O6	0
cpd01118_c0	C20H39N6O4	1
cpd01119_c0	C15H12O5	0
cpd01120_c0	C26H32O10	-2
cpd01121_c0	C10H17NO6	0
cpd01122_c0	C18H31O2	-1
cpd01123_c0	C4H4NO3	-1
cpd01124_c0	C13H16N2O2	0
cpd01125_c0	C11H19O15P2R	-2
cpd01126_c0	C9H17O2	-1
cpd01128_c0	C21H24O10	0
cpd01129_c0	C8H4O4	-2
cpd01130_c0	C20H39O2	-1
cpd01131_c0	C15H12N3O4S	-1
cpd01132_c0	C22H30N7O5	1
cpd01133_c0	C24H42O21	0
cpd01134_c0	C5H10NO5S	-1
cpd01135_c0	C15H12O7	0
cpd01136_c0	C19H27O4	-1
cpd01137_c0	C12H14NO3S	-1
cpd01138_c0	C4H7O5	-1
cpd01139_c0	C16H13NO3SF3	-1
cpd01140_c0	C14H20N2O16P2	-2
cpd01141_c0	C10H10O3	0
cpd01142_c0	C11H20O10	0
cpd01143_c0	C25H32N2O6	0
cpd01144_c0	C10H18O9	0
cpd01145_c0	C20H33N8O5	1
cpd01146_c0	C15H17N2O5	-1
cpd01147_c0	C10H22O	0
cpd01148_c0	C10H15N6O6P	0
cpd01149_c0	C13H17NO4	0
cpd01150_c0	C3H5NO	0
cpd01151_c0	C27H30NO11	1
cpd01152_c0	C6H12O6	0
cpd01153_c0	C6H8O2	0
cpd01154_c0	C15H23N4O3	1
cpd01155_c0	C5H16N2	2
cpd01156_c0	C27H44O3	0
cpd01157_c0	C16H28N2O11	0
cpd01158_c0	C16H25N2O5S	-1
cpd01159_c0	C11H17N4O5	1
cpd01160_c0	C2H8NS	1
cpd01161_c0	C6H11O6	-1
cpd01162_c0	C11H19N4O6	-1
cpd01163_c0	C10H17N2O6	-1
cpd01164_c0	C6H12O5	0
cpd01165_c0	C20H40N3O13	3
cpd01166_c0	C14H10NO2Cl2	-1
cpd01167_c0	C13H7O3F2	-1
cpd01168_c0	C10H20N2S4	0
cpd01169_c0	C9H6NO4	-1
cpd01170_c0	C28H44O	0
cpd01171_c0	C6H14O6	0
cpd01172_c0	C19H21O6	-1
cpd01173_c0	C32H57N5O9	0
cpd01174_c0	C20H18O5	0
cpd01175_c0	C3H5NO5P	-3
cpd01176_c0	C16H14O6	0
cpd01177_c0	C9H10O	0
cpd01178_c0	C12H22O11	0
cpd01179_c0	C18H33O2	-1
cpd01180_c0	C21H19O10	-1
cpd01181_c0	C16H13O3	-1
cpd01182_c0	C10H5NO3	-2
cpd01183_c0	C10H12N2O3	0
cpd01184_c0	C6H12O6	0
cpd01185_c0	C6H11O6	-1
cpd01186_c0	C6H12O5	0
cpd01187_c0	C6H14O6	0
cpd01188_c0	C30H50O	0
cpd01189_c0	C12H22O11	0
cpd01190_c0	C6H15N4O6P	0
cpd01191_c0	C12H10N4O2	0
cpd01192_c0	C12H22O11	0
cpd01193_c0	C16H14O4	0
cpd01194_c0	C5H4O4	-2
cpd01196_c0	C17H17NO3	0
cpd01197_c0	C10H12N4O4	0
cpd01198_c0	C23H52N6O13	6
cpd01199_c0	C8H20N	1
cpd01200_c0	C12H22O11	0
cpd01201_c0	C12H28N3O7	3
cpd01202_c0	C9H9O3	-1
cpd01203_c0	C14H12O2	0
cpd01204_c0	C5H11N	0
cpd01205_c0	C24H48NO7	1
cpd01206_c0	C13H12N2O	0
cpd01207_c0	C21H20O11	0
cpd01208_c0	C6H6O2	0
cpd01209_c0	C10H8O4	0
cpd01210_c0	C29H50O	0
cpd01211_c0	CNS	-1
cpd01212_c0	C5H4N4S	0
cpd01213_c0	C6H7O4	-1
cpd01214_c0	C17H38N4O10	4
cpd01215_c0	C13H20O3	0
cpd01216_c0	C21H22N2O3	0
cpd01217_c0	C10H12N4O6	0
cpd01218_c0	C10H18O	0
cpd01220_c0	C10H14O	0
cpd01221_c0	C4H8O2	0
cpd01222_c0	C4H6O2	0
cpd01223_c0	C4H5O2	-1
cpd01224_c0	C9H7O3	-1
cpd01225_c0	C51H85N7O16	0
cpd01226_c0	C6H13NO2R	1
cpd01227_c0	C12H15N3O2S	0
cpd01228_c0	C21H28O5	0
cpd01229_c0	C6H6O	0
cpd01230_c0	C6H5Hg	0
cpd01231_c0	C7H9N2	1
cpd01232_c0	C6H6O2	0
cpd01233_c0	C15H23N3O14P2	-2
cpd01234_c0	C28H48O	0
cpd01235_c0	C10OCl10	0
cpd01236_c0	C54H69N4O5RMg	1
cpd01237_c0	C45H71N7O20P3S	-3
cpd01238_c0	C20H20NO4	1
cpd01239_c0	C4H8O4	0
cpd01240_c0	C6H11O6R	0
cpd01241_c0	C5H11NO2	0
cpd01242_c0	C5H10O4	0
cpd01243_c0	C27H44O	0
cpd01244_c0	C14H20N6O2	0
cpd01245_c0	C10H13N5O13P3S	-3
cpd01246_c0	C6H8O8	-2
cpd01247_c0	C6H14NO5	1
cpd01248_c0	C2H2O2X	-1
cpd01249_c0	C21H23NO2ClF	0
cpd01250_c0	C17H36	0
cpd01251_c0	C8H16N2O4S2	0
cpd01252_c0	H2N2O2	0
cpd01253_c0	C8H8N2	0
cpd01254_c0	C21H19O11	-1
cpd01255_c0	C18H40N4O11	4
cpd01256_c0	C18H40N4O11	4
cpd01257_c0	C6H12O6	0
cpd01258_c0	C5H11NO2	0
cpd01259_c0	C15H11NO4I4	0
cpd01260_c0	C33H55N7O17P3S	-3
cpd01261_c0	C13H23N3O4	0
cpd01262_c0	C18H32O16	0
cpd01263_c0	C2H5NO2	0
cpd01264_c0	C18H36O	0
cpd01265_c0	C8H7O4	-1
cpd01266_c0	C15H24	0
cpd01267_c0	C5H11NO	0
cpd01268_c0	C23H35O7	-1
cpd01269_c0	C3H8O	0
cpd01270_c0	C17H22N4O9P	-1
cpd01271_c0	C39H47NO14	-2
cpd01272_c0	C39H47NO14	0
cpd01273_c0	C18H15O8	-1
cpd01274_c0	C17H21NO4	0
cpd01275_c0	C17H24O10	0
cpd01276_c0	C8H4O5	-2
cpd01277_c0	C6H16N2O4	2
cpd01278_c0	C14H17NO7	0
cpd01279_c0	C2H3OS	-1
cpd01280_c0	C15H24	0
cpd01281_c0	O6S3	-2
cpd01282_c0	C30H26O10	0
cpd01283_c0	C12H8O4	0
cpd01284_c0	C19H11N3O3SF3	-1
cpd01285_c0	C10H14O	0
cpd01286_c0	C9H14NO2	1
cpd01287_c0	C19H25NO10	0
cpd01288_c0	C4H8S2	0
cpd01289_c0	C6H5OI	0
cpd01290_c0	C11H22O	0
cpd01291_c0	C19H30O	0
cpd01292_c0	C5H6NO3	-1
cpd01293_c0	C5H6NO3	-1
cpd01294_c0	C6H10O2	0
cpd01295_c0	C19H30O	0
cpd01296_c0	C15H21N5O14P2	-2
cpd01297_c0	C4H7O4R	0
cpd01298_c0	C3H8NO	1
cpd01299_c0	C7H10N	1
cpd01300_c0	C4H5O2S2	-1
cpd01301_c0	C10H17N3O2S	0
cpd01302_c0	C31H47N9O18P3S2	-3
cpd01303_c0	C55H86N20O21S2	2
cpd01304_c0	C20H16N2O4	0
cpd01305_c0	C31H43O8R	0
cpd01306_c0	C30H50O	0
cpd01307_c0	C5H12O5	0
cpd01308_c0	C4H8N2O3	0
cpd01309_c0	C6H12O6	0
cpd01310_c0	C27H30NO10	1
cpd01311_c0	C10H17N2O3	-1
cpd01312_c0	C12H22O11	0
cpd01313_c0	C37H68NO13	1
cpd01314_c0	C6FeN6	2
cpd01315_c0	C6H11O6R	0
cpd01316_c0	C18H40N4O10	4
cpd01317_c0	C31H47N7O17P3S	-3
cpd01318_c0	C26H42NO6	-1
cpd01319_c0	C7H17N4O2	1
cpd01320_c0	C20H40N3O13	3
cpd01321_c0	C19H15NO4Cl	-1
cpd01322_c0	C15H12O2	0
cpd01323_c0	C2HO2R	0
cpd01324_c0	C6H10N3O	1
cpd01325_c0	C6H17N3O	2
cpd01326_c0	C6H13N2O2R	0
cpd01327_c0	C6H13NO2	0
cpd01328_c0	C6H11O6	-1
cpd01329_c0	C36H62O31	0
cpd01330_c0	C20H20N8O5	-2
cpd01331_c0	C10H6O4	0
cpd01332_c0	C23H23N4O9	-1
cpd01333_c0	C30H49N7O17P3S	-3
cpd01334_c0	C30H50O	0
cpd01335_c0	C29H47N7O17P3S	-3
cpd01336_c0	C44H67O13	-1
cpd01337_c0	C35H62NO12	1
cpd01338_c0	C15H30O	0
cpd01339_c0	C5H10O	0
cpd01340_c0	C6H6N2O	0
cpd01341_c0	C10H14O	0
cpd01342_c0	C21H32O2	0
cpd01343_c0	C5H5N3O	0
cpd01344_c0	C16H21O10	-1
cpd01345_c0	C3H9N3O3S	0
cpd01346_c0	C8H19N4O6P	0
cpd01347_c0	C3H7NO2S2	0
cpd01348_c0	C9H10O2	0
cpd01349_c0	C14H13O2SCl	0
cpd01350_c0	C14H19N4O3	1
cpd01351_c0	C54H82O4	0
cpd01352_c0	C55H90O	0
cpd01353_c0	C20H11N3O8	-2
cpd01354_c0	C12H22O11	0
cpd01355_c0	C12H22O11	0
cpd01356_c0	C20H27NO11	0
cpd01357_c0	C8H7O3	-1
cpd01358_c0	C8H7O3	-1
cpd01359_c0	C19H30O2	0
cpd01360_c0	C6H7NO	0
cpd01361_c0	C6H4NO3	-1
cpd01362_c0	C6H8O5	-2
cpd01363_c0	C6H3O8	-3
cpd01364_c0	C5H9O7PR	-1
cpd01365_c0	C10H10N4O5	0
cpd01366_c0	C3H7NO	0
cpd01367_c0	C7H16NO2	1
cpd01368_c0	C3H3N	0
cpd01369_c0	C3H6O	0
cpd01370_c0	C15H24	0
cpd01371_c0	C17H11O5	-1
cpd01372_c0	C17H11O6	-1
cpd01373_c0	C27H27O5	-1
cpd01374_c0	C7H6N2	0
cpd01375_c0	C17H27N8O5	1
cpd01376_c0	C24H42O21	0
cpd01377_c0	C6H13NO2R	1
cpd01378_c0	C42H64N14O32P6S2	-6
cpd01379_c0	C5H3N3	0
cpd01380_c0	C6H10O	0
cpd01381_c0	C5H10O	0
cpd01382_c0	C47H58FeN4O4S2	2
cpd01383_c0	C4H8O4	0
cpd01384_c0	C6H9O7	-1
cpd01385_c0	C4H8N3	1
cpd01386_c0	C10H15N5O	0
cpd01387_c0	C36H55N7O17P3S	-3
cpd01388_c0	C20H46N5O7	5
cpd01389_c0	C20H24O6	-2
cpd01390_c0	C19H23O5	-1
cpd01391_c0	C4H8N2O3	0
cpd01392_c0	C8H7NO	0
cpd01393_c0	C41H71N7O17P3S	-3
cpd01394_c0	C11H10NO3	-1
cpd01395_c0	C4H8O4	0
cpd01396_c0	C17H23NO3	0
cpd01397_c0	C12H22O11	0
cpd01398_c0	C39H63N7O17P3S	-3
cpd01399_c0	C24H42O21	0
cpd01400_c0	C9H11NO2	0
cpd01401_c0	C31H46O2	0
cpd01402_c0	C41H71N7O17P3S	-3
cpd01403_c0	C20H37O2	-1
cpd01404_c0	C8H15NO	0
cpd01405_c0	C9H12N2O6	0
cpd01406_c0	C27H32N2O8	0
cpd01407_c0	C7H14O7	0
cpd01408_c0	CH5N3O	0
cpd01409_c0	C14H26N2O7	2
cpd01410_c0	C28H27N4O3	1
cpd01411_c0	C9H3O6	-1
cpd01412_c0	C25H21N4O8	-1
cpd01413_c0	C8H8O	0
cpd01414_c0	O6S4	-2
cpd01415_c0	C2H3O2S	-1
cpd01416_c0	C13H22N4O2SCl	1
cpd01417_c0	C17H18NO3SCl	0
cpd01418_c0	C27H50N9O10S2	1
cpd01419_c0	C3H7N3O3	0
cpd01420_c0	C40H56	0
cpd01421_c0	C6H12O5	0
cpd01422_c0	C5H10O5	0
cpd01423_c0	C16H24N2O16P2	-2
cpd01424_c0	C15H12O2	0
cpd01425_c0	C6H11O4	-1
cpd01426_c0	C19H23NO4	0
cpd01427_c0	C19H21NO4	0
cpd01429_c0	C10H16O2	0
cpd01430_c0	C20H28O	0
cpd01431_c0	C4H7O4R	0
cpd01432_c0	C4H9NO3	0
cpd01433_c0	C3H7NO2	0
cpd01434_c0	C20H37O3	-1
cpd01435_c0	C6H9O3	-1
cpd01436_c0	C7H10O5	-2
cpd01437_c0	C6H5OCl	0
cpd01438_c0	C6H6N2O2	0
cpd01440_c0	C6H9O3	-1
cpd01441_c0	C14H24O12	0
cpd01442_c0	C7H17N4O	1
cpd01443_c0	C5H5O4	-1
cpd01444_c0	C21H23NO5	0
cpd01445_c0	C50H71N13O12	0
cpd01446_c0	C6H7N	0
cpd01447_c0	C8H5O3	-1
cpd01448_c0	C15H19N3O7	0
cpd01449_c0	C35H33N4O5Mg	0
cpd01450_c0	C21H30O4	0
cpd01451_c0	C30H50O	0
cpd01452_c0	C5H9O4R	0
cpd01453_c0	C6H12O5	0
cpd01454_c0	C8H15O2S2	-1
cpd01455_c0	C4H3O4	-1
cpd01456_c0	C21H24N2O3	0
cpd01457_c0	C14H18NO9S2	-1
cpd01458_c0	C3H6O3	0
cpd01459_c0	C8H16N2O3	0
cpd01460_c0	C19H32O2	0
